budget,popularity,revenue,title,vote_average,vote_count,release_year,release_month,release_day,return
5000000.0,3.684396,0.0,The Vikings,6.7,53.0,1958.0,6.0,28.0,0.0
0.0,2.761631,0.0,Al Capone,6.9,7.0,1959.0,1.0,1.0,0.0
0.0,0.551862,0.0,Picnic on the Grass,6.1,6.0,1959.0,11.0,11.0,0.0
0.0,1.060773,0.0,Invisible Invaders,4.9,14.0,1959.0,5.0,15.0,0.0
0.0,1.914775,0.0,The Human Condition II: Road to Eternity,8.5,31.0,1959.0,11.0,20.0,0.0
0.0,3.464092,0.0,Fires on the Plain,7.8,17.0,1959.0,11.0,3.0,0.0
0.0,7.902787,0.0,North West Frontier,7.1,12.0,1959.0,10.0,13.0,0.0
3500000.0,3.473993,12800000.0,The Nun's Story,7.4,46.0,1959.0,6.0,18.0,3.657142857142857
0.0,4.571519,0.0,Pickpocket,7.3,89.0,1959.0,12.0,16.0,0.0
0.0,1.774766,0.0,Floating Weeds,7.7,33.0,1959.0,11.0,17.0,0.0
0.0,1.162798,0.0,The Young Philadelphians,7.1,8.0,1959.0,5.0,30.0,0.0
0.0,0.600283,0.0,The Leech Woman,4.8,8.0,1960.0,5.0,1.0,0.0
0.0,1.421128,0.0,When a Woman Ascends the Stairs,8.1,20.0,1960.0,1.0,15.0,0.0
0.0,0.763723,0.0,The Sundowners,6.8,12.0,1960.0,12.0,8.0,0.0
0.0,0.142145,0.0,Sunrise at Campobello,6.3,2.0,1960.0,9.0,28.0,0.0
0.0,4.550823,0.0,The Bad Sleep Well,7.7,57.0,1960.0,9.0,15.0,0.0
0.0,1.261728,0.0,Bachelor in Paradise,7.2,3.0,1961.0,11.0,1.0,0.0
0.0,1.939164,0.0,The Deadly Companions,4.8,14.0,1961.0,6.0,6.0,0.0
0.0,0.7701,0.0,The Four Horsemen of the Apocalypse,5.8,4.0,1962.0,2.0,7.0,0.0
0.0,1.44562,0.0,The Intruder,6.4,15.0,1962.0,5.0,14.0,0.0
0.0,7.261845,0.0,Murder She Said,7.0,31.0,1961.0,1.0,1.0,0.0
0.0,2.327284,0.0,The Human Condition III: A Soldier's Prayer,8.4,28.0,1961.0,1.0,28.0,0.0
0.0,2.073112,0.0,Paris Blues,5.1,10.0,1961.0,9.0,27.0,0.0
0.0,0.989954,0.0,Taste of Fear,6.7,15.0,1961.0,6.0,5.0,0.0
0.0,2.610391,0.0,Advise & Consent,7.5,27.0,1962.0,6.0,6.0,0.0
185000.0,1.776281,0.0,David and Lisa,6.7,12.0,1962.0,12.0,26.0,0.0
15000.0,1.274228,3274.0,Eegah,2.8,18.0,1962.0,6.0,8.0,0.2182666666666666
0.0,9.286966,0.0,Harakiri,8.2,136.0,1962.0,9.0,15.0,0.0
0.0,4.503397,0.0,The Loneliness of the Long Distance Runner,7.5,39.0,1962.0,9.0,20.0,0.0
0.0,3.391161,8000000.0,The Music Man,6.7,47.0,1962.0,6.0,19.0,0.0
19000000.0,5.857488,13680000.0,Mutiny on the Bounty,6.5,68.0,1962.0,11.0,8.0,0.72
0.0,0.76162,0.0,An Occurrence at Owl Creek Bridge,8.5,19.0,1962.0,5.0,1.0,0.0
800000.0,0.829464,0.0,The Four Days of Naples,7.5,4.0,1962.0,1.0,1.0,0.0
0.0,4.577991,0.0,Il Sorpasso,8.1,92.0,1962.0,12.0,4.0,0.0
0.0,1.903363,0.0,The Wonderful World of the Brothers Grimm,5.8,5.0,1962.0,8.0,7.0,0.0
0.0,5.6567,0.0,L'eclisse,7.7,68.0,1962.0,4.0,12.0,0.0
0.0,2.008603,0.0,Les Carabiniers,6.2,7.0,1963.0,5.0,31.0,0.0
0.0,1.642624,0.0,The Cardinal,6.6,9.0,1963.0,12.0,12.0,0.0
0.0,0.781819,0.0,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,2.7,15.0,1964.0,2.0,10.0,0.0
0.0,0.820649,0.0,The Kiss of the Vampire,6.7,20.0,1963.0,9.0,11.0,0.0
0.0,3.028502,0.0,Love with the Proper Stranger,6.2,17.0,1963.0,12.0,25.0,0.0
0.0,5.525,0.0,McLintock!,6.2,54.0,1963.0,11.0,13.0,0.0
0.0,7.282583,0.0,Murder at the Gallop,6.3,23.0,1963.0,1.0,1.0,0.0
0.0,0.405717,0.0,A New Kind of Love,6.5,2.0,1963.0,10.0,10.0,0.0
0.0,1.502123,0.0,The Prize,6.4,17.0,1963.0,12.0,25.0,0.0
0.0,1.183226,0.0,Sunday in New York,5.3,10.0,1963.0,11.0,13.0,0.0
0.0,4.690267,0.0,Crooks in Clover,7.8,96.0,1963.0,11.0,27.0,0.0
0.0,1.473239,0.0,36 Hours,6.9,19.0,1964.0,11.0,26.0,0.0
0.0,3.651821,0.0,Becket,7.2,45.0,1964.0,3.0,11.0,0.0
0.0,0.986266,0.0,Behold a Pale Horse,5.0,4.0,1964.0,8.0,14.0,0.0
0.0,0.402307,0.0,The Best Man,6.6,7.0,1964.0,4.0,5.0,0.0
0.0,3.705312,0.0,"Hush... Hush, Sweet Charlotte",7.0,54.0,1964.0,12.0,15.0,0.0
0.0,4.202642,0.0,The Killers,6.5,40.0,1964.0,7.0,7.0,0.0
0.0,2.883014,0.0,The Naked Kiss,6.7,41.0,1964.0,10.0,29.0,0.0
0.0,3.614257,0.0,Onibaba,7.6,73.0,1964.0,11.0,21.0,0.0
0.0,3.773241,0.0,Robin and the 7 Hoods,6.2,23.0,1964.0,6.0,24.0,0.0
1200000.0,2.003358,0.0,Robinson Crusoe on Mars,6.5,44.0,1964.0,6.0,1.0,0.0
65000.0,3.285286,0.0,Spider Baby,7.1,41.0,1967.0,12.0,24.0,0.0
0.0,2.429589,0.0,The Visit,6.6,8.0,1964.0,1.0,1.0,0.0
20000000.0,1.706828,0.0,What a Way to Go!,7.2,16.0,1964.0,5.0,12.0,0.0
0.0,0.923569,0.0,Docking the Boat,6.0,8.0,1965.0,12.0,26.0,0.0
800000.0,11.322173,921548.0,The Battle of Algiers,7.8,167.0,1966.0,9.0,8.0,1.151935
0.0,5.23652,0.0,A Charlie Brown Christmas,7.5,156.0,1965.0,12.0,9.0,0.0
280379.0,8.913793,364937.0,Dracula: Prince of Darkness,6.1,54.0,1966.0,1.0,9.0,1.3015846407897882
0.0,9.576045,0.0,The Hallelujah Trail,6.1,24.0,1965.0,6.0,23.0,0.0
0.0,6.178358,0.0,The Heroes of Telemark,5.9,29.0,1965.0,11.0,22.0,0.0
0.0,3.467376,0.0,The Hill,7.6,50.0,1965.0,6.0,22.0,0.0
0.0,2.29139,0.0,In Harm's Way,6.5,25.0,1965.0,4.0,6.0,0.0
0.0,0.535626,0.0,Incubus,4.3,6.0,1966.0,10.0,26.0,0.0
0.0,1.05989,0.0,The Loved One,6.7,13.0,1965.0,10.0,11.0,0.0
3800000.0,3.055936,14873.0,Major Dundee,6.2,41.0,1965.0,4.0,7.0,0.003913947368421
115.0,2.375904,0.0,Operation Crossbow,5.9,20.0,1965.0,4.0,1.0,0.0
0.0,2.352893,0.0,Ride in the Whirlwind,6.0,20.0,1966.0,10.0,23.0,0.0
0.0,0.345637,0.0,A Thousand Clowns,6.8,9.0,1965.0,12.0,13.0,0.0
5800000.0,4.412564,6800000.0,The Train,7.2,74.0,1964.0,9.0,21.0,1.1724137931034482
0.0,6.489852,0.0,Andrei Rublev,8.0,139.0,1966.0,12.0,16.0,0.0
0.0,4.530601,39388.0,Au Hasard Balthazar,7.8,74.0,1966.0,5.0,25.0,0.0
1377800.0,8.991532,0.0,Batman,6.1,209.0,1966.0,7.0,30.0,0.0
0.0,10.75236,0.0,Grand Prix,6.3,39.0,1966.0,12.0,21.0,0.0
0.0,2.404428,0.0,Khartoum,5.8,18.0,1966.0,6.0,9.0,0.0
0.0,2.31785,0.0,Dragon Inn,7.0,10.0,1967.0,10.0,21.0,0.0
19000.0,2.560257,0.0,Manos: The Hands of Fate,2.0,56.0,1966.0,11.0,15.0,0.0
0.0,2.160866,0.0,Closely Watched Trains,7.3,52.0,1966.0,11.0,18.0,0.0
0.0,2.357111,0.0,Tokyo Drifter,7.4,46.0,1966.0,4.0,10.0,0.0
0.0,7.24597,0.0,Asterix the Gaul,6.4,136.0,1967.0,12.0,20.0,0.0
0.0,1.885219,0.0,"Gappa, the Triphibian Monster",3.9,6.0,1967.0,4.0,1.0,0.0
0.0,2.676174,0.0,Dont Look Back,7.5,35.0,1967.0,5.0,17.0,0.0
0.0,1.115749,0.0,Fando and Lis,6.8,22.0,1968.0,1.0,1.0,0.0
0.0,1.166142,0.0,The Incident,5.9,8.0,1967.0,11.0,5.0,0.0
0.0,3.399614,0.0,Branded to Kill,7.4,57.0,1967.0,6.0,15.0,0.0
747000.0,2.775402,44566.0,The Bride Wore Black,7.3,41.0,1968.0,3.0,22.0,0.0596599732262382
0.0,8.741959,0.0,PlayTime,8.0,99.0,1967.0,12.0,16.0,0.0
2500000.0,5.352165,3200000.0,Point Blank,7.1,97.0,1967.0,8.0,30.0,1.28
75000.0,2.760405,0.0,The Shooting,6.1,29.0,1966.0,10.0,23.0,0.0
2175000.0,1.764213,0.0,The St. Valentine's Day Massacre,5.8,19.0,1967.0,6.0,30.0,0.0
0.0,1.484381,0.0,Titicut Follies,7.3,23.0,1967.0,9.0,23.0,0.0
0.0,1.99092,0.0,Tony Rome,6.2,13.0,1967.0,10.0,31.0,0.0
0.0,14.701129,0.0,Two for the Road,7.2,51.0,1967.0,4.0,27.0,0.0
0.0,0.604325,0.0,Up the Down Staircase,6.2,5.0,1967.0,1.0,19.0,0.0
0.0,3.874603,6000000.0,The War Wagon,6.6,36.0,1967.0,5.0,27.0,0.0
0.0,7.681293,0.0,Asterix and Cleopatra,6.9,191.0,1968.0,12.0,16.0,0.0
0.0,3.212524,0.0,The Diamond Arm,7.9,44.0,1968.0,4.0,27.0,0.0
0.0,3.321958,0.0,Dracula Has Risen from the Grave,6.8,39.0,1968.0,11.0,7.0,0.0
0.0,2.214231,0.0,Head,6.4,22.0,1968.0,11.0,6.0,0.0
0.0,3.601834,0.0,The Heart Is a Lonely Hunter,7.2,14.0,1968.0,7.0,31.0,0.0
0.0,3.285576,0.0,"I Love You, Alice B. Toklas!",5.8,13.0,1968.0,10.0,6.0,0.0
0.0,5.075434,0.0,Petulia,6.0,6.0,1968.0,6.0,10.0,0.0
0.0,0.407508,0.0,The Subject Was Roses,7.0,3.0,1968.0,10.0,13.0,0.0
500000.0,1.019206,0.0,Sympathy for the Devil,6.5,12.0,1968.0,11.0,30.0,0.0
100000000.0,2.604571,0.0,War and Peace,7.5,16.0,1966.0,3.0,14.0,0.0
0.0,3.49506,0.0,"Yours, Mine and Ours",6.2,28.0,1968.0,4.0,24.0,0.0
0.0,1.921563,0.0,Alice's Restaurant,5.5,22.0,1969.0,8.0,20.0,0.0
0.0,1.848455,0.0,Camille 2000,6.4,5.0,1969.0,7.0,15.0,0.0
0.0,3.363154,0.0,Colossus: The Forbin Project,7.1,50.0,1970.0,4.0,8.0,0.0
0.0,4.08089,0.0,Death Rides a Horse,6.9,31.0,1967.0,8.0,31.0,0.0
9000000.0,1.073128,0.0,"Goodbye, Mr. Chips",7.1,10.0,1969.0,11.0,5.0,0.0
0.0,5.916841,0.0,Journey to the Far Side of the Sun,6.3,36.0,1969.0,8.0,27.0,0.0
0.0,1.10941,3.0,Last Summer,5.0,8.0,1969.0,6.0,10.0,0.0
0.0,3.914283,0.0,My Night at Maud's,7.6,45.0,1969.0,6.0,4.0,0.0
0.0,0.892883,0.0,The Magic Christian,6.0,13.0,1969.0,12.0,12.0,0.0
0.0,1.900216,0.0,Marlowe,6.2,26.0,1969.0,9.0,19.0,0.0
0.0,1.340205,0.0,More,6.5,11.0,1969.0,6.0,6.0,0.0
0.0,1.813867,0.0,The Reivers,5.9,17.0,1969.0,12.0,25.0,0.0
0.0,3.952446,0.0,Taste the Blood of Dracula,5.9,42.0,1970.0,5.0,7.0,0.0
0.0,1.196003,0.0,The Joke,6.4,9.0,1969.0,2.0,28.0,0.0
0.0,0.829587,0.0,...tick... tick... tick...,6.2,7.0,1970.0,1.0,9.0,0.0
0.0,4.433745,0.0,Brewster McCloud,6.7,15.0,1970.0,12.0,5.0,0.0
0.0,0.999659,0.0,Violent City,6.9,7.0,1970.0,9.0,17.0,0.0
0.0,1.066117,0.0,Dirty Dingus Magee,5.8,4.0,1970.0,11.0,18.0,0.0
0.0,1.696371,0.0,Dodes'ka-den,6.7,22.0,1970.0,10.0,31.0,0.0
0.0,0.006668,0.0,Gamera vs. Jiger,5.5,6.0,1970.0,3.0,21.0,0.0
0.0,3.534856,0.0,Claire's Knee,7.4,35.0,1970.0,12.0,11.0,0.0
0.0,2.455795,0.0,"Hi, Mom!",5.8,20.0,1970.0,4.0,27.0,0.0
750000.0,2.067663,0.0,House of Dark Shadows,6.7,13.0,1970.0,9.0,9.0,0.0
0.0,0.098906,0.0,A Swedish Love Story,7.5,32.0,1970.0,4.0,24.0,0.0
0.0,1.514513,0.0,The Landlord,5.5,9.0,1970.0,5.0,20.0,0.0
0.0,3.453076,0.0,On a Clear Day You Can See Forever,6.0,12.0,1970.0,6.0,17.0,0.0
0.0,3.3228,0.0,Performance,6.9,46.0,1970.0,8.0,3.0,0.0
0.0,0.98832,0.0,A Trip Down the River,7.8,11.0,1970.0,10.0,19.0,0.0
0.0,0.008527,0.0,Long Live Death,6.1,8.0,1971.0,1.0,1.0,0.0
0.0,3.501433,0.0,The White Sun of the Desert,7.5,25.0,1970.0,3.0,30.0,0.0
7000000.0,6.258456,1000000.0,Zabriskie Point,7.1,78.0,1970.0,2.0,9.0,0.1428571428571428
0.0,7.150611,0.0,The Beguiled,7.0,86.0,1971.0,3.0,31.0,0.0
0.0,4.718102,0.0,The Devils,7.4,90.0,1971.0,7.0,1.0,0.0
450000.0,12.331251,0.0,Duel,7.2,374.0,1972.0,10.0,1.0,0.0
0.0,0.944223,0.0,Evil Roy Slade,5.9,9.0,1972.0,2.0,18.0,0.0
100000.0,3.815323,0.0,The Go-Between,6.2,24.0,1971.0,9.0,24.0,0.0
0.0,4.261661,0.0,Johnny Got His Gun,7.2,65.0,1971.0,8.0,4.0,0.0
0.0,1.739038,0.0,Lawman,6.5,24.0,1971.0,1.0,1.0,0.0
180000.0,4.157477,0.0,Let's Scare Jessica to Death,6.6,51.0,1971.0,8.0,6.0,0.0
0.0,9.449417,0.0,They Call Me Trinity,7.5,269.0,1970.0,12.0,22.0,0.0
0.0,0.007963,0.0,Mon oncle Antoine,8.2,6.0,1971.0,11.0,12.0,0.0
0.0,2.03483,0.0,A New Leaf,7.1,29.0,1971.0,3.0,11.0,0.0
0.0,1.952752,0.0,Nicholas and Alexandra,7.0,23.0,1971.0,11.0,29.0,0.0
0.0,0.359821,0.0,Von Richthofen and Brown,6.5,4.0,1971.0,6.0,30.0,0.0
478375.0,3.764162,0.0,Scars of Dracula,5.9,31.0,1970.0,11.0,8.0,0.0
0.0,2.412247,0.0,Support Your Local Gunfighter,6.6,21.0,1971.0,5.0,26.0,0.0
150000.0,1.435148,15200000.0,Sweet Sweetback's Baadasssss Song,4.7,19.0,1971.0,4.0,23.0,101.33333333333331
400000.0,5.467355,0.0,El Topo,7.4,109.0,1970.0,12.0,18.0,0.0
0.0,2.392021,0.0,The Emigrants,6.8,25.0,1971.0,3.0,8.0,0.0
0.0,0.006668,0.0,Blood of Ghastly Horror,1.5,4.0,1972.0,1.0,21.0,0.0
0.0,0.9413,0.0,Brother John,6.2,5.0,1971.0,8.0,15.0,0.0
75000.0,2.59351,0.0,Dr. Phibes Rises Again,6.2,37.0,1972.0,7.0,1.0,0.0
0.0,11.174533,0.0,Dracula A.D. 1972,6.0,30.0,1972.0,9.0,27.0,0.0
0.0,0.000844,0.0,Get to Know Your Rabbit,7.0,3.0,1972.0,6.0,1.0,0.0
0.0,3.985387,0.0,The Tall Blond Man with One Black Shoe,6.9,58.0,1972.0,12.0,6.0,0.0
0.0,1.839717,0.0,Lone Wolf and Cub: Sword of Vengeance,7.1,36.0,1972.0,4.0,1.0,0.0
0.0,2.492024,0.0,Lone Wolf and Cub: Baby Cart at the River Styx,7.3,38.0,1972.0,6.0,1.0,0.0
0.0,7.565468,0.0,Lady Sings the Blues,7.2,16.0,1972.0,10.0,12.0,0.0
760000.0,0.20268,0.0,Payday,5.6,4.0,1973.0,9.0,22.0,0.0
0.0,0.94414,0.0,Slither,4.2,3.0,1973.0,3.0,7.0,0.0
0.0,3.037782,0.0,Trafic,7.4,29.0,1971.0,4.0,16.0,0.0
0.0,7.18207,0.0,The Mad Adventures of Rabbi Jacob,7.1,183.0,1973.0,10.0,17.0,0.0
0.0,9.057212,0.0,Charley Varrick,7.0,57.0,1973.0,9.0,19.0,0.0
60000.0,4.933923,0.0,Dark Star,6.0,120.0,1974.0,4.0,1.0,0.0
0.0,0.09179,0.0,A Delicate Balance,6.0,1.0,1973.0,11.0,12.0,0.0
0.0,1.158388,0.0,Bram Stoker's Dracula,6.4,13.0,1974.0,2.0,8.0,0.0
0.0,3.272151,0.0,Emperor of the North,6.8,30.0,1973.0,5.0,23.0,0.0
0.0,1.838729,0.0,Executive Action,6.2,11.0,1973.0,11.0,7.0,0.0
0.0,0.033575,0.0,The Glass Menagerie,6.6,5.0,1973.0,12.0,16.0,0.0
0.0,6.022453,0.0,My Name Is Nobody,7.1,227.0,1973.0,12.0,13.0,0.0
0.0,5.952421,0.0,Invasion of the Bee Girls,4.0,15.0,1973.0,6.0,1.0,0.0
0.0,1.282366,0.0,Lemora: A Child's Tale of the Supernatural,6.4,15.0,1973.0,5.0,1.0,0.0
0.0,3.194233,0.0,Phase IV,5.9,48.0,1974.0,9.0,1.0,0.0
0.0,0.974663,0.0,Save the Tiger,7.1,18.0,1973.0,2.0,14.0,0.0
0.0,12.288092,0.0,Scarecrow,6.8,59.0,1973.0,4.0,11.0,0.0
500000.0,9.296883,0.0,Sisters,6.8,77.0,1973.0,3.0,27.0,0.0
0.0,0.005351,0.0,The Spook Who Sat by the Door,7.0,4.0,1973.0,9.0,21.0,0.0
0.0,7.163505,0.0,Theatre of Blood,6.7,43.0,1973.0,3.0,15.0,0.0
0.0,1.590512,0.0,Five Fingers of Death,6.7,24.0,1972.0,5.0,26.0,0.0
0.0,3.971566,0.0,Turkish Delight,7.0,34.0,1973.0,2.0,22.0,0.0
0.0,4.689964,0.0,Walking Tall,6.5,32.0,1973.0,2.0,22.0,0.0
0.0,0.266127,0.0,Butley,7.3,3.0,1974.0,1.0,21.0,0.0
0.0,3.148851,0.0,California Split,6.5,26.0,1974.0,8.0,7.0,0.0
0.0,2.030621,0.0,The Cars That Ate Paris,5.1,19.0,1974.0,10.0,10.0,0.0
0.0,1.557693,0.0,Conrack,7.1,12.0,1974.0,3.0,27.0,0.0
0.0,2.511806,0.0,The Living Dead at Manchester Morgue,6.3,41.0,1974.0,11.0,28.0,0.0
500000.0,12.855473,0.0,Emmanuelle,4.9,74.0,1974.0,6.0,25.0,0.0
0.0,2.427337,0.0,The Phantom of Liberty,7.4,46.0,1974.0,9.0,10.0,0.0
450000.0,3.104212,0.0,Flesh for Frankenstein,5.4,28.0,1973.0,11.0,30.0,0.0
0.0,0.519972,0.0,General Idi Amin Dada,6.8,6.0,1974.0,11.0,1.0,0.0
0.0,3.560274,0.0,Gone in 60 Seconds,6.5,40.0,1974.0,7.0,28.0,0.0
0.0,1.341516,0.0,The Groove Tube,5.3,3.0,1974.0,6.0,23.0,0.0
0.0,1.848182,0.0,Harry and Tonto,7.1,26.0,1974.0,8.0,12.0,0.0
0.0,1.215723,30000.0,Hearts and Minds,7.8,25.0,1974.0,1.0,1.0,0.0
0.0,4.190266,0.0,The Holy Mountain,7.7,143.0,1973.0,5.0,1.0,0.0
0.0,6.582652,0.0,The Little Prince,6.0,26.0,1974.0,11.0,6.0,0.0
0.0,3.664402,0.0,The Terminal Man,6.1,8.0,1974.0,6.0,19.0,0.0
0.0,3.072578,0.0,Thieves Like Us,6.2,13.0,1974.0,2.0,11.0,0.0
0.0,3.834924,0.0,The Adventure of Sherlock Holmes' Smarter Brother,6.1,47.0,1975.0,1.0,1.0,0.0
0.0,2.034004,0.0,The Adventures of the Wilderness Family,5.0,9.0,1975.0,12.0,19.0,0.0
0.0,0.624726,0.0,"Cousin, Cousine",7.3,4.0,1975.0,11.0,19.0,0.0
0.0,1.631512,0.0,Dolemite,5.5,17.0,1975.0,4.0,26.0,0.0
0.0,7.715483,0.0,The Twelve Tasks of Asterix,7.3,241.0,1976.0,9.0,8.0,0.0
0.0,3.476536,0.0,Emmanuelle II,4.9,15.0,1975.0,12.0,15.0,0.0
2500000.0,3.875842,2000000.0,"Farewell, My Lovely",6.8,26.0,1975.0,8.0,8.0,0.8
0.0,1.349807,0.0,The Fortune,5.3,10.0,1975.0,5.0,20.0,0.0
0.0,18.54199,12484444.0,French Connection II,6.6,95.0,1975.0,5.0,18.0,0.0
0.0,5.279919,20642922.0,The Great Waldo Pepper,6.0,17.0,1975.0,3.0,13.0,0.0
0.0,3.542253,0.0,The Story of Adele H,6.9,35.0,1975.0,10.0,8.0,0.0
0.0,2.694572,0.0,"The Irony of Fate, or Enjoy Your Bath!",7.2,36.0,1975.0,12.0,31.0,0.0
0.0,4.132633,0.0,Night Moves,6.6,45.0,1975.0,6.0,11.0,0.0
0.0,9.202533,0.0,The Passenger,7.5,90.0,1975.0,2.0,28.0,0.0
0.0,4.070091,0.0,Hand of Death,6.1,11.0,1976.0,7.0,15.0,0.0
0.0,0.616558,0.0,Sister Street Fighter,7.0,5.0,1974.0,8.0,31.0,0.0
0.0,4.363355,0.0,Supervixens,6.4,35.0,1975.0,4.0,2.0,0.0
0.0,1.488031,0.0,Trilogy of Terror,6.6,32.0,1975.0,3.0,4.0,0.0
9000000.0,6.317822,0.0,1900,7.5,84.0,1976.0,9.0,3.0,0.0
0.0,1.830794,0.0,Small Change,7.7,23.0,1976.0,3.0,17.0,0.0
0.0,0.845133,0.0,Twenty Days Without War,6.7,6.0,1977.0,5.0,1.0,0.0
0.0,1.695541,0.0,From Noon Till Three,5.5,15.0,1976.0,8.0,13.0,0.0
0.0,6.265857,0.0,Futureworld,5.7,66.0,1976.0,8.0,13.0,0.0
0.0,1.595006,0.0,Harlan County U.S.A.,7.7,19.0,1976.0,10.0,15.0,0.0
60000.0,1.586171,0.0,Hollywood Boulevard,6.3,6.0,1976.0,4.0,25.0,0.0
0.0,1.559108,0.0,The Marquise of O,6.1,11.0,1976.0,5.0,19.0,0.0
0.0,1.140189,0.0,Mistress,6.0,10.0,1975.0,4.0,25.0,0.0
0.0,8.119925,0.0,The Message,7.4,81.0,1977.0,3.0,9.0,0.0
0.0,2.615078,0.0,The Missouri Breaks,6.2,41.0,1976.0,5.0,19.0,0.0
0.0,0.660643,0.0,A Slave of Love,5.3,8.0,1976.0,9.0,27.0,0.0
6500000.0,8.254209,51079064.0,Silver Streak,6.8,101.0,1976.0,12.0,3.0,7.858317538461538
0.0,2.342003,0.0,Up!,5.6,27.0,1976.0,10.0,1.0,0.0
0.0,3.330335,0.0,Who Can Kill a Child?,6.8,43.0,1976.0,4.0,26.0,0.0
0.0,1.558664,0.0,ABBA - The Movie,6.6,16.0,1977.0,12.0,15.0,0.0
0.0,4.578201,0.0,Demon Seed,5.9,57.0,1977.0,4.0,7.0,0.0
3400000.0,5.101153,31063038.0,High Anxiety,6.5,86.0,1977.0,12.0,25.0,9.136187647058824
0.0,7.623327,0.0,The Man Who Loved Women,7.1,34.0,1977.0,4.0,27.0,0.0
0.0,0.548818,0.0,The Hound of the Baskervilles,5.3,6.0,1978.0,7.0,21.0,0.0
0.0,0.000308,0.0,Place without Limits,7.3,6.0,1978.0,4.0,28.0,0.0
0.0,6.453433,0.0,"New York, New York",6.1,70.0,1977.0,6.0,21.0,0.0
0.0,1.281044,0.0,Providence,7.1,13.0,1977.0,1.0,25.0,0.0
22000000.0,13.966833,12000000.0,Sorcerer,7.5,104.0,1977.0,6.0,24.0,0.5454545454545454
0.0,1.118538,0.0,The Turning Point,6.0,16.0,1977.0,11.0,14.0,0.0
0.0,2.703857,0.0,The Rutles: All You Need Is Cash,6.5,28.0,1978.0,3.0,22.0,0.0
0.0,0.91779,0.0,Brass Target,6.6,5.0,1978.0,12.0,22.0,0.0
5000000.0,10.719499,0.0,Capricorn One,6.4,134.0,1977.0,12.0,10.0,0.0
0.0,2.502956,0.0,The Five Venoms,6.2,27.0,1978.0,8.0,12.0,0.0
0.0,4.027423,0.0,Gates of Heaven,6.6,28.0,1978.0,10.0,1.0,0.0
0.0,0.549026,0.0,Last Hurrah for Chivalry,7.5,6.0,1979.0,11.0,22.0,0.0
0.0,0.870303,0.0,Harper Valley P.T.A.,7.0,8.0,1978.0,7.0,2.0,0.0
3000000.0,16.425868,0.0,The Hobbit,6.0,76.0,1977.0,11.0,27.0,0.0
0.0,2.015948,0.0,In Praise Of Older Women,7.3,3.0,1978.0,9.0,22.0,0.0
257000.0,0.008673,0.0,Parts: The Clonus Horror,4.1,10.0,1979.0,8.0,1.0,0.0
0.0,1.125715,0.0,The Grapes of Death,6.2,18.0,1978.0,7.0,5.0,0.0
0.0,1.255319,0.0,The Adventures of Picasso,7.6,12.0,1978.0,5.0,20.0,0.0
0.0,10.752763,0.0,Snake in the Eagle's Shadow,7.2,68.0,1978.0,3.0,1.0,0.0
0.0,0.88473,0.0,A Wedding,6.5,10.0,1978.0,8.0,29.0,0.0
0.0,0.035437,0.0,Best Boy,5.0,1.0,1979.0,10.0,5.0,0.0
0.0,5.921814,0.0,French Fried Vacation 2,7.4,257.0,1979.0,11.0,22.0,0.0
0.0,1.540335,0.0,Buffet Froid,6.6,28.0,1979.0,12.0,19.0,0.0
11000000.0,5.259089,0.0,Hair,7.3,146.0,1979.0,3.0,14.0,0.0
0.0,14.958978,0.0,I as in Icarus,7.3,20.0,1979.0,12.0,12.0,0.0
9000000.0,3.336115,38200000.0,The In-Laws,6.7,26.0,1979.0,6.0,15.0,4.2444444444444445
0.0,2.738421,43885000.0,Love at First Bite,5.8,30.0,1979.0,4.0,26.0,0.0
0.0,3.651899,0.0,La Luna,6.9,17.0,1979.0,8.0,29.0,0.0
0.0,4.692033,0.0,Opening Night,7.5,28.0,1977.0,12.0,22.0,0.0
0.0,1.012883,0.0,Quintet,5.6,18.0,1979.0,2.0,9.0,0.0
0.0,0.718371,0.0,Rockers,6.4,12.0,1978.0,1.0,1.0,0.0
0.0,0.597398,0.0,Starting Over,6.9,5.0,1979.0,10.0,5.0,0.0
0.0,2.459595,0.0,Children's Island,6.3,4.0,1980.0,12.0,25.0,0.0
0.0,2.068784,0.0,Defiance,6.2,3.0,1980.0,3.0,14.0,0.0
0.0,2.442825,0.0,The Hitch Hikers Guide to the Galaxy,7.2,41.0,1981.0,2.0,9.0,0.0
0.0,0.25,0.0,Genocide,0.0,0.0,1982.0,3.0,14.0,0.0
48740.0,0.545722,955401.0,Peter-No-Tail,5.7,7.0,1981.0,12.0,25.0,19.601990151826016
0.0,1.495604,0.0,Treasure of the Yankee Zephyr,5.4,8.0,1981.0,11.0,28.0,0.0
0.0,1.809791,0.0,Smiley's People,8.0,12.0,1982.0,9.0,20.0,0.0
0.0,1.636045,0.0,The Scarlet Pimpernel,6.6,12.0,1982.0,11.0,9.0,0.0
0.0,3.313524,9190819.0,Bad Boys,6.7,68.0,1983.0,3.0,25.0,0.0
0.0,2.28696,0.0,Barefoot Gen,7.6,29.0,1983.0,7.0,21.0,0.0
22000000.0,10.456371,42313354.0,Blue Thunder,5.9,117.0,1983.0,2.0,5.0,1.9233342727272729
0.0,1.730043,0.0,D.C. Cab,5.4,18.0,1983.0,12.0,16.0,0.0
